one	1 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	★★★★★	一	イチ、イツ	ひと<span style="font-weight:600; color:#5c73b8;">つ </span>-	one thing (★★★★)<br />		ICHI/ITSU - Eazy-e's debut album "EAZY duz it" was so good, IT'S going to go to number <span style="color:#aa0000;">one</span> on the charts.	もう一度 - もういちど - once more; again (★★★★★)<br />一 (one) + 度 (times) = もう一度 (once more)	一日 - ついたち - first day of the month (★★★★)<br />一 (one) + 日 (sun, day) = 一日 (first day of the month)	y
bunny ears	512 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	(top radical)	<img src="2658241d3816d90e37d5d716939ba34a.jpg" />	<img src="79f6ee081cce3758883300c46d848b5a.jpg" />							
leather / revolution	513	★★☆☆☆	革	カク	かわ -	leather (★★)<br />		<img src="d4bce79088e1b53b34444e67e2a10a46.jpg" /> (bunny ears) + 中 (middle) + 一 (one / line radical)<br /><br />Let's think of the single line on top as an erection. So now we can say..	KAKU - Wearing bunny ears on the center of your COCK is a fashion <span style="color:#aa0000;">revolution</span><span style="color:#000000;">.</span>	革命 - かくめい - revolution (★★)<br />革 (leather / revolution) + 命 (life) = 革命 (revolution)	y
shoes	514	★★★☆☆	靴	カ	くつ -	shoes (★★★)<br />		革 (leather / revolution) + 化 (transform) (Same-ON)	KA - Leather is transformed into <span style="color:#aa0000;">shoes</span> by the shoemaker.	靴下 - くつした - socks (★★★)<br />靴 (shoes) + 下 (below) = 靴下 (socks)	y
sweet	515	★★★★☆	甘		あま<span style="font-weight:600; color:#5c73b8;">い</span> -	sweet (★★★★)<br />		口 (mouth / small box radical) + <img src="d4bce79088e1b53b34444e67e2a10a46.jpg" /> (bunny ears)<br /><br />Your Mama's so dumb, she puts bunny ears in her mouth, and savors the <span style="color:#aa0000;">sweet</span> taste.	甘く見る - あまくみる - to take lightly; to not take seriously (★)<br />甘 (sweet) + 見 (look) = 甘く見る (to take lightly)		y
a certain	516	★☆☆☆☆	某	ボウ	なにがし -	certain person; certain amount<br />		甘 (sweet) + 木 (tree) <br /><br />There is <span style="color:#aa0000;">a certain</span> tree in Romania rumored to taste very sweet.<br /><br />BOU - There is<span style="color:#aa0000;"> a certain</span> BOWLing ball rumored to exist that has The Dude's face carved into it!	DESCRIPTION: A prefix meaning "certain" that can be put before any noun, e.g. 「某国」 means certain country.	<a href="http://kanjidamage.com/tags/35"><span style="text-decoration: underline; color:#0000ff;">PREF</span></a>	y
plot	517	★★☆☆☆	謀	ボウ	はか<span style="font-weight:600; color:#5c73b8;">る</span> -	to plot; to plan<br />		言 (say) + 某 (a certain) (Same-ON) <br /><br />If you say a certain password to the spy, he'll let you in on the <span style="color:#aa0000;">plot</span>.	BOU - We have a <span style="color:#aa0000;">plot</span> to take over BOWLing!!	無謀 <span style="color:#5c73b8;">な</span> - むぼう - reckless; thoughtless (★★)<br />無 (without) + 謀 (plot) = 無謀 (reckless)	y
human legs	518 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	(bottom radical)	儿								
look	519	★★★★★	見	ケン	( <span style="color:#5c73b8;">を</span> ) み<span style="font-weight:600; color:#5c73b8;">る</span> -	to see; to look (★★★★★)	( <span style="color:#5c73b8;">が</span> / <span style="color:#5c73b8;">に</span> ) み<span style="font-weight:600; color:#5c73b8;">える</span> -	to be seen (★★★★★)	目 (eye) + 儿 (human legs)<br /><br />KEN - I <span style="color:#aa0000;">look</span>ed with my eye as rats gnawed off KENny's little <span style="color:#000000;">human legs</span>.	見せる - みせる - to show; to display (★★★★★)<br /><br />意見 - いけん - opinion (★★★★★)<br />意 (meaning) + 見 (look) = 意見 (opinion)	y
leniency	520	★★☆☆☆	寛	カン		宀 (crown) + <img src="d4bce79088e1b53b34444e67e2a10a46.jpg" /> (bunny ears) + 見 (look)<br />		KAN - Ghengis KHAN was <span style="color:#aa0000;">lenient</span> to any bunnies that he saw trying to steal his crown. Human thieves got boiled alive, though. And fed to the bunnies.	寛大 <span style="color:#5c73b8;">な </span>- かんだい - tolerance; liberality; leniency (★)<br />寛 (leniency) + 大 (big) = 寛大 (tolerance; leniency)	寛容 - かんよう - forbearance; tolerance; generosity (★)<br />寛 (leniency) + 容 (appearance) = 寛容 (forbearance; tolerance)	y
roast / grill	521	★★★★☆	焼	ショウ	( <span style="color:#5c73b8;">を</span> ) や<span style="font-weight:600; color:#5c73b8;">く</span> -	to grill; to burn (in flames, down, DVD, etc.) (vt) (★★★★)	( <span style="color:#5c73b8;">が</span> ) や<span style="font-weight:600; color:#5c73b8;">ける</span> -	to burn; to be roasted; to be sunburnt (vi) (★★★★)	十 (ten) + <img src="d4bce79088e1b53b34444e67e2a10a46.jpg" /> (bunny ears) + 儿 (human legs) + <img src="2afafbc7eea0ef3f9f010ad24cd059bf.jpg" /> (fireleft) <br /><br />Flames <span style="color:#aa0000;">roast</span> ten bunny ears, and human legs too for dessert!<br /><br />SHOU - "SHOW me a <span style="color:#aa0000;">roast</span> bunny and I'll show you an uneaten carrot."	日焼け <span style="color:#5c73b8;">する</span> - ひやけ - sunburn (★★★)<br />日 (sun, day) + 焼 (roast / grill) = 日焼け (sunburn)	y
border	522	★★★☆☆	境	キョウ	さかい -	border; boundary (★)<br />		土 (earth) + 立 (stand up) + 見 (look)<br /><br />If you stand on the earth over there, you can see all the way to the <span style="color:#aa0000;">border</span>.	KYOU - Today's (今日 = KYOU) <span style="color:#aa0000;">border</span> will vanish tomorrow, when The Man starts his next war. Ooh, political!!	環境 - かんきょう - environment (★★★)<br />環 (environment) + 境&nbsp;&nbsp;(border) = 環境 (environment)	y
present time	523	★★★★☆	現	ゲン	( <span style="color:#5c73b8;">を</span> ) あらわ<span style="font-weight:600; color:#5c73b8;">す </span>-	to reveal; to show (vt) (★★★)	( <span style="color:#5c73b8;">が</span> ) あらわ<span style="font-weight:600; color:#5c73b8;">れる</span> -	to appear; to come out (vi) (★★★)	王 (king) + 見 (look) <br /><br />The king can see everything <span style="color:#aa0000;">present</span>ly going on in the kingdom. That's why he is king!<br /><br />GEN - Right now, it's the <span style="color:#aa0000;">present</span> again! And AGAIN, now. And again, now!! Funny that way.	表現 - ひょうげん - expression (figure of speech) (★★★★)<br />表 (express) + 現 (present time) = 表現 (expression)	y
parents / kindness	524	★★★★★	親	シン	おや -	parent (★★★★★)	した<span style="font-weight:600; color:#5c73b8;">しい</span> -	intimate; close (e.g. friend) (★★★)	辛 (spicy / painful) (Same-ON) + 見 (look) <br /><br />Your <span style="color:#aa0000;">parents</span> look very spicy. Perhaps they should beware of gourmet cannibals!!<br /><br />SHIN - Your <span style="color:#aa0000;">parents</span> took quite a SHINE to me.	親切 <span style="color:#5c73b8;">な</span> - しんせつ - kindness (★★★★)<br />親 (parents / kindness) + 切 (cut / important) = 親切 (kindness)	y
older brother	525	★★★★☆	兄	キョウ、ケイ	あに -	older brother (★★)	( <span style="color:#5c73b8;">お</span> ) にい (<span style="color:#5c73b8;"> さん</span> ) -	older brother (★★★★)	口 (mouth / small box radical) + 儿 (human legs)<br /><br />My <span style="color:#aa0000;">older brother</span> is eating so much, he is basically a mouth on legs. <br /><br />KYOU/KEI - KYOU (今日) my <span style="color:#aa0000;">older brother</span> acted OK. Tomorrow he'll be a bully again.	兄弟 - きょうだい - siblings; brothers and sisters (★★★★★)<br />兄 (older brother) + 弟 (younger brother) = 兄弟 (siblings) <br /><br /><a href="http://kanjidamage.com/tags/24"><span style="text-decoration: underline; color:#0000ff;">STRONG</span></a> for KYOU, USED IN: 況 競 克 説 税 脱 鋭 祝 党	y
overcome	526	★☆☆☆☆	克	コク		十 (ten) + 兄 (older brother)<br />		Ten brothers working together can <span style="color:#aa0000;">overcome</span> most of life's problems.	KOKU - Try to <span style="color:#aa0000;">overcome</span> your COKE addiction.	克服 <span style="color:#5c73b8;">する</span> - こくふく - subjugation; conquest; victory (★)<br />克 (overcome) + 服 (clothes) = 克服 (subjugation)	y
condition	527	★★★★☆	況	キョウ		氵 (waterleft) + 兄 (older brother) (Same-ON)<br />		KYOU - KYOU (今日 = TODAY), my older brother's <span style="color:#aa0000;">condition</span> is he is wet. He just got out of the shower.	状況 - じょうきょう - situation; state of affairs (around you); circumstances (★★★★★)<br />状 (circumstance) + 況&nbsp;&nbsp;(condition) = 状況 (situation)	不況 - ふきょう - recession; slump (★)<br />不 (un-) + 況 (condition) = 不況 (recession)	y
contest	528	★★★☆☆	競	キョウ	きそ<span style="font-weight:600; color:#5c73b8;">う</span> -	to compete with (★★)<br />		立 (stand up) + 兄 (older brother) <br /><br />KYOU - KYOU (今日 = TODAY), my two older brothers stand up to have a <span style="color:#aa0000;">contest</span> with each other.	競争 <span style="color:#5c73b8;">する</span> - きょうそう - competition; contest; to compete (★★★)<br />競 (contest) + 争 (battle) = 競争 (competition)	競走 - きょうそう - race (★)<br />競 (contest) + 走 (run) = 競走 (race)	y
baby	529	★★☆☆☆	児	ジ		旧 (former) + 儿 (human legs)<br /><br />JI - Formerly, <span style="color:#aa0000;">baby</span> JESUS was thought to have legs. Recent discoveries tend to indicate that he propelled himself by hydrofoil.<br />		DESCRIPTION: A more formal kanji than 「子」.	児童 - じどう - children; juvenile (★)<br />児 (baby) + 童 (kid) = 児童 (children)		y
animal legs	530 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	(bottom radical)	<img src="9be264b8273e5375cc8cb25d872a2900.jpg" />			HOW TO TELL THEM APART FROM 「儿」: Human legs are curvy because humans dance. Animal legs are straight because shut up is why.					
shellfish / money	531	★★★★★	貝		かい -	shell (★★★)<br />		目 (eye) + <img src="03aa05725ba10bf29437ed3e3f1de177.jpg" /> (animal legs)<br /><br />You look at <span style="color:#aa0000;">money</span>. You sell animal legs for <span style="color:#aa0000;">money</span>.	DESCRIPTION: By itself it means shellfish, but when combined with another kanji to form a compound word, it means "money."	<a href="http://kanjidamage.com/tags/25"><span style="text-decoration: underline; color:#0000ff;">SYMBOLIC</span></a>	y
buy	532	★★★★★	買	バイ	か<span style="font-weight:600; color:#5c73b8;">う</span> -	to buy (★★★★★)<br />		貝 (shellfish / money) + 罒 (net) <br /><br />BAI - You <span style="color:#aa0000;">BUY</span> too much shit with your money because you are caught in the net of capitalism and materialism.	買い物 <span style="color:#5c73b8;">する</span> - かいもの - shopping; purchased goods (★★★★★)<br />買 (buy) + 物 (thing) = 買い物 (shopping)		y
get indignant	533	★☆☆☆☆	憤	フン	いきどお<span style="font-weight:600; color:#5c73b8;">る</span> -	to be indignant; to resent; to be enraged (★)<br />		忄 (leftheart) + 十 (ten) + 艹 (flowertop) + 貝 (shellfish / money) <br /><br />Her heart grew <span style="color:#aa0000;">indignant</span>, that ten flowers cost that much money!	FUN - It's FUN watching her get <span style="color:#aa0000;">indignant</span>, as long as she ain't yelling at YOU.	憤慨 - ふんがい - indignation; resentment<br />憤 (get indignant) + 慨&nbsp;&nbsp;(deplore) = 憤慨 (indignation; resentment)	y
spew	534	★☆☆☆☆	噴	フン	ふ<span style="font-weight:600; color:#5c73b8;">く</span> -	to emit; to spout (★)<br />		口 (mouth / small box radical) + 十 (ten) + Flower (flowertop) + 貝 (shellfish / money) <br /><br />FUN - It's FUN to <span style="color:#aa0000;">spew</span> ten flowers out of your mouth for money.			y
cargo	535	★☆☆☆☆	貨	カ		亻 (personleft) + 匕 (heel) + 貝 (shellfish / money) <br /><br />The black-market organ-donor guy traded you a whole <span style="color:#aa0000;">cargo</span> of human heels for some money.<br />		KA - <span style="color:#aa0000;">CAAAAAArgo</span>.	貨物 - かもつ - cargo; freight (★)<br />貨 (cargo) + 物 (thing) = 貨物 (cargo; freight)		y
poverty	536	★★★☆☆	貧	ビン	まず<span style="font-weight:600; color:#5c73b8;">しい </span>-	poor; needy (★★★)<br />		分 (understand / divide / minute) + 貝 (shellfish / money) <br /><br />They're so <span style="color:#aa0000;">poor</span>, they only got a divided part of a dollar.	BIN - He's BEEN <span style="color:#aa0000;">poor</span> so long, he'll borrow some Kool-aid from you and then come back to borrow water.	貧乏 <span style="color:#5c73b8;">な</span> - びんぼう - poor; poverty (★★★★)<br />貧 (poverty) + 乏 (shoddy) = 貧乏 (poor)	y
save up	537	★☆☆☆☆	貯	チョ	たくわ<span style="font-weight:600; color:#5c73b8;">える</span> -	to store; to lay in stock (★)<br />		貝 (shellfish / money) + 宀 (crown) + 丁 (nail)<br /><br />CHO - I'll CHOKE people to get money (all mugger stylezz), and <span style="color:#aa0000;">save up</span> the money to buy a crown, which I'll nail to my head.	貯金 - ちょきん - bank savings (★)<br />貯 (save up) + 金 (gold) = 貯金 (bank savings)	貯蓄 - ちょちく - savings (★)<br />貯 (save up) + 蓄 (store or put aside) = 貯蓄 (savings)	y
bet or stake	538	★☆☆☆☆	賭	ト	か<span style="font-weight:600; color:#5c73b8;">ける</span> -	to wager; to bet; to risk (★★)<br />		貝 (shellfish / money) + 者 (professional)<br /><br />TO - The professional <span style="color:#aa0000;">gambler</span> always Takes Off after she gets the money.			y
quality	539	★★★★☆	質	シツ		竹 (bamboo) + 貝 (shellfish / money)<br />		Look at the <span style="color:#aa0000;">quality</span> of this fucking bamboo dude!!	SHITSU - This bamboo is the best-<span style="color:#aa0000;">quality</span> SHIT money can buy.	質問 <span style="color:#5c73b8;">する</span> - しつもん - question; inquiry (★★★★★)<br />質 (quality) + 問 (question, problem) = 質問 (question)	y
rent money	540	★★★☆☆	賃	チン		任 (have responsibility for) + 貝 (shellfish / money)<br />		CHIN - The responsibility of paying the <span style="color:#aa0000;">rent</span> money is like a painful blow to my CHIN.	家賃 - やちん - rent (★★★)<br />家 (home) + 賃 (rent money) = 家賃 (rent)	賃貸 - ちんたい - lease; rent<br />賃 (rent money) + 貸 (lend) = 賃貸 (lease; rent)	y
chastity	541	★☆☆☆☆	貞	テイ		卜 (katakana toe) + 貝 (shellfish / money)<br />		He's so <span style="color:#aa0000;">chaste</span>, he won't even touch another woman with his big toe! Not even for money!	TEI - TAKE me to the <span style="color:#aa0000;">chastity</span> belt factory please. Fast as you can. I feel the hornies coming on.	童貞 - どうてい - male virgin; virginity (esp. of a man) (★★)<br />童 (kid) + 貞 (chastity) = 童貞 (male virgin)	y
spy	542	★☆☆☆☆	偵	テイ		亻 (personleft) + 貞 (chastity) (Same-ON) <br />		TEI - A <span style="color:#aa0000;">spy</span> is a person who you hire to check up on your mate's chastity.	探偵 - たんてい - detective; sleuth; investigator (★★★)<br />探 (look for) + 偵 (spy) = 探偵 (detective; sleuth)		y
clerk	543	★★★☆☆	員	イン		口 (mouth / small box radical) + 貝 (shellfish / money)<br /><br />IN - When you give your money to the <span style="color:#aa0000;">clerk</span> IN the store, she uses her mouth to say thanks.<br />		DESCRIPTION: 「員」 is a suffix which goes after any word to mean "employee" or "member".	店員 - てんいん - shop assistant; salesperson (★★★★★)<br />店 (shop) + 員 (clerk) = 店員 (shop assistant)	全員 - ぜんいん - all members; the whole crew (★★★★)<br />全 (all) + 員 (clerk) = 全員 (all members)<br /><br /><a href="http://kanjidamage.com/tags/37"><span style="text-decoration: underline; color:#0000ff;">SUF</span></a>	y
harm	544	★★☆☆☆	損	ソン	そこ<span style="font-weight:600; color:#5c73b8;">なう</span> -	to harm; to hurt; to injure (★)<br />		扌 (handleft) + 員 (clerk) <br /><br />SON - Your SON took his hand and smacked the clerk's son, <span style="color:#aa0000;">harm</span>ing him.	DESCRIPTION: 「ソン」 means loss or disadvantage by itself.	損害 <span style="color:#5c73b8;">する </span>- そんがい - damage; injury; loss (★★★)<br />損 (harm) + 害 (damage) = 損害 (damage)	y
rule	545	★★★☆☆	則	ソク		貝 (shellfish / money) + 刂 (rightsword) <br /><br />That's the thing about <span style="color:#aa0000;">rule</span>s; you follow them you get paid money, if you think for yourself, you get cut with the sword.<br />		SOKU - My <span style="color:#aa0000;">rule</span> is, I put on the left SOCK first, then the right one.	規則 - きそく - rules; regulations (★★★)<br />規 (criteria) + 則 (rule) = 規則 (rules; regulations)	<a href="http://kanjidamage.com/tags/24"><span style="text-decoration: underline; color:#0000ff;">STRONG</span></a>, USED IN: 側 測	y
side of something	546	★★★★☆	側	ソク	かわ -	side (of something, or taking someone's side) (★★★)<br />		亻 (personleft) + 則 (rule) (Same-ON)<br /><br />The person walks on the left <span style="color:#aa0000;">side</span> of the kanji! <br /><br />SOKU - That anal retentive dude has a rule about keeping his SOCKS in the left <span style="color:#aa0000;">side</span> of his drawer.	DESCRIPTION: This is almost always used with the KUNyomi, even in jukugo!	左側 - ひだりがわ - left side (★★★★★)<br />左 (left) + 側 (side of something) = 左側 (left side)	y
scientific measurement	547	★★☆☆☆	測	ソク	はか<span style="font-weight:600; color:#5c73b8;">る</span> -	to measure (blood pressure, air pressure, etc.); to time (sound, gauge, estimate) (★★★)<br />		氵 (waterleft) + 則 (rule) (Same-ON)<br /><br />My rule is to <span style="color:#aa0000;">measure</span> your blood and water.	SOKU - We <span style="color:#aa0000;">measure</span>d the bacteria percolating in his SOCKS.	推測 <span style="color:#5c73b8;">する</span> - すいそく - guess; conjecture (★)<br />推 (infer) + 測 (scientific measurment) = 推測 (guess; conjecture)	y
pierce	548	★☆☆☆☆	貫	カン	つらぬ<span style="font-weight:600; color:#5c73b8;">く</span> -	to go through (★)<br />		口 (mouth / small box radical) + 一 (one / line radical) + 貝 (shellfish / money)<br /><br />Let's call that extra horizontal line a piercing which goes through the mouth:	KAN - It takes money for Genghis KHAN to get his mouth <span style="color:#aa0000;">pierce</span>d.	一貫<span style="color:#000000;">して</span> - <span style="color:#000000;">いっかんして</span><span style="color:#5c73b8;"> </span>- consistently<br />一 (one) + 貫 (pierce) = 一貫 (consistently)	y
adapt	549	★★★☆☆	慣	カン	な<span style="font-weight:600; color:#5c73b8;">れる</span> -	to grow accustomed to (★★★★)<br />		忄 (leftheart) + 貫 (pierce) (Same-ON)<br /><br />It used to hurt to get my heart pierced but I've since <span style="color:#aa0000;">adapt</span>ed to it (said the Emo).	KAN - Genghis KHAN <span style="color:#aa0000;">adapt</span>ed to the Mongolian temperatures, but he still had a mean disposition.	習慣 - しゅうかん - custom; habit; manners (★★★)<br />習 (learn) + 慣 (adapt) = 習慣 (custom)	y
condemn	550	★★★☆☆	責	セキ	せ<span style="font-weight:600; color:#5c73b8;">める</span> -	to condemn; to blame (★★★)<br />		主 (master / mainly) + 貝 (shellfish / money)<br /><br />SEKI - The master <span style="color:#aa0000;">condemn</span>s you for being too SEXY, and as punishment, takes your money.	責任 - せきにん - responsibility (★★★)<br />責 (condemn) + 任 (have responsibility for) = 責任 (responsibility)	<a href="http://kanjidamage.com/tags/24"><span style="text-decoration: underline; color:#0000ff;">STRONG</span></a>, USED IN: 績 積	y
achievements	551	★☆☆☆☆	績	セキ		糸 (string) + 責 (condemn) (Same-ON)<br />		SEKI - The sadist was condemned by the preacher for the SEXY bondage she <span style="color:#aa0000;">achieved</span> with string.	功績 - こうせき - achievements; meritorious deed (★)<br />功 (success) + 績 (achievements) = 功績 (achievement)	成績 - せいせき - results; record (★)<br />成 (become) + 績 (achievements) = 成績 (results; record)	y
pile up	552	★★☆☆☆	積	セキ	( <span style="color:#5c73b8;">を</span> ) つ<span style="font-weight:600; color:#5c73b8;">む</span> -	to pile up; to stack (vt) (★★★)	( <span style="color:#5c73b8;">が</span> ) つ<span style="font-weight:600; color:#5c73b8;">もる</span> -	to pile up; to accumulate (vi) (★★)	<img src="a05a8c4dfef884e066aa7e06c6bc4824.jpg" /> (wheat) + 責 (condemn) (Same-ON) <br /><br />SEKI - I condemn you for letting the wheat <span style="color:#aa0000;">pile up</span> too high! It is just reckless.	積極的 <span style="color:#5c73b8;">な</span> - せっきょくてき - assertive; positive; active (★★★)<br />積 (pile up) + 極 (extreme) + 的 (motivation / '-al') = 積極的 (assertive; positive)	y
exalted	553	★★★☆☆	貴	キ	とうと<span style="font-weight:600; color:#5c73b8;">い</span> -	sacred; exalted (★)<br />		虫 (insizzect) + 貝 (shellfish / money)<br /><br />KI - The <span style="color:#aa0000;">exalted</span> bug KEEPS all the money the other bugs give her in tribute.	貴様 - きさま - you (sensitive) (★★)<br />貴 (exalted) + 様 (important person) = 貴様 (you)	貴族 - きぞく - noble; aristocrat (★)<br />貴 (exalted) + 族 (family) = 貴族 (noble)	y
bequeath	554	★★☆☆☆	遺	イ		<img src="972215de5814cf7febd29404fcd33b26.jpg" /> (motion) + 貴 (exalted) <br />		I - I <span style="color:#aa0000;">bequeath</span> you my money - I move it to you in hopes you will exalt me after I'm dead.	遺産 - いさん - inheritance; heritage (★)<br />遺 (bequeath) + 産 (childbirth, production of things) = 遺産 (inheritance)	遺伝子 - いでんし - gene; genetic<br />遺 (bequeath) + 伝 (transmit) + 子 (child) = 遺伝子 (gene)	y
soldier	555	★★☆☆☆	兵	ヘイ		丘 (hill) + <img src="03aa05725ba10bf29437ed3e3f1de177.jpg" /> (animal legs)<br /><br />The sergeant makes <span style="color:#aa0000;">soldier</span>s march up and down the hill on their tired legs. <br />		HEI - Soldiers HATE <a href="http://www.urbandictionary.com/define.php?term=REMF"><span style="text-decoration: underline; color:#0000ff;">REMFs</span></a>.	兵士 - へいし - soldier (★★)<br />兵 (soldier) + 士 (samurai radical) = 兵士 (soldier)	兵器- へいき - arms; weapons; ordnance (★★)<br />兵 (soldier) + 器 (instrument) = 兵器 (arms)	y
beach	556	★☆☆☆☆	浜	ヒン	はま -	beach; seashore (★)<br />		氵 (waterleft) + 兵 (soldier)<br /><br />Soldiers march on the <span style="color:#aa0000;">beach</span> next to the water.	HIN - I saw HIM on the <span style="color:#aa0000;">beach</span>.		y
fishhook	557 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	(top radical)	<img src="acfc255d258cacc6724749f4be2df731.jpg" />	<img src="0f83ebd1c327101e6e817570a0257fc2.jpg" />							
lose	558	★★★★★	負	フ	( <span style="color:#5c73b8;">の</span> ) ま<span style="font-weight:600; color:#5c73b8;">け </span>-	defeat; loss (★★★★★)	( <span style="color:#5c73b8;">を</span> / <span style="color:#5c73b8;">に</span> ) ま<span style="font-weight:600; color:#5c73b8;">ける</span> -	to lose; to be defeated (★★★★★)	<img src="f2bab04c44163f73721d1374b0d10ee3.jpg" /> (fishhook) + 貝 (shellfish / money) <br /><br />FU - I bet all my FUCKING money I could hook a fish today and I <span style="color:#aa0000;">lost</span>.	勝負 - しょうぶ - victory or defeat; match (★★★★)<br />勝 (win) + 負 (lose) = 勝負 (victory or defeat; match)<br><br>負け犬 - まけいぬ - loser (★★)<br />負 (lose) + 犬 (dog) = 負け犬 (loser)	y
fish	559	★★★★☆	魚	ギョ	さかな -	fish (★★★★★)<br />		<img src="f2bab04c44163f73721d1374b0d10ee3.jpg" /> (fishhook) + 田 (rice field) + 灬 (firebottom) <br /><br />Catch a <span style="color:#aa0000;">fish</span> with a <span style="color:#aa0000;">fish</span>hook, then cook it in the fire and eat that shit with some rice.<br /><br />GYO - Get Your Own damn <span style="color:#aa0000;">fish</span>.	金魚 - きんぎょ - goldfish (★)<br />金 (gold) + 魚 (fish) = 金魚 (goldfish)<br><br>雑魚 - ざこ - small fish; small fry<br>雑 (miscellaneous, random) + 魚 (fish) = 雑魚 (small fish; small fry)	<a href="http://kanjidamage.com/tags/25"><span style="text-decoration: underline; color:#0000ff;">SYMBOLIC</span></a>, USED IN: 鮮 亀	y
horn / corner	560	★★★★☆	角	カク	かど -	corner (★★★★)	つの -	horn (★★)	<img src="f2bab04c44163f73721d1374b0d10ee3.jpg" /> (fishhook) + 用 (utilize) <br /><br />KAKU - If I want to make my COCK stand up like a <span style="color:#aa0000;">horn</span>, I have to utilize a fish hook and some twine... I can't afford Viagra.	四角 - しかく - square (★★★)<br />四 (the numeral 4) + 角 (horn / corner) = 四角 (square)	y
touch	561	★★★★☆	触	ショク	さわ<span style="font-weight:600; color:#5c73b8;">る</span> -	to touch (★★★★)	( <span style="color:#5c73b8;">に</span> ) ふ<span style="font-weight:600; color:#5c73b8;">れる</span> -	to feel; to perceive (★)	角 (horn / corner) + 虫 (insizzect)<br /><br />SHOKU - The bug was SHOCKed when it was <span style="color:#aa0000;">touch</span>ed by the rhino horn.	触角 - しょっかく - antenna; feeler (★)<br />触 (touch) + 角 (horn / corner) = 触角 (antenna)	y
pi	562 <img src="64641e1d867976dd37416c68a0796bf5.jpg" />	(anywhere radical)	<img src="26b6560a7d5320f898586187943d20f0.jpg" />			DESCRIPTION: It looks like the sign for 3.141592653589, but let's think of it as symbolizing an actual pie, because making a mnemonic out of an imaginary number is hard work for me.					
nice thick pie	563		<img src="c976f1b63029a7d995eba093d9c5141d.jpg" />			<img src="26b6560a7d5320f898586187943d20f0.jpg" /> (pi)<br />		DESCRIPTION: like regular PI, but thicker and more flavorful. That's right -- I'm talking about TOPPINGS.			
sell	564	★★★★★	売	バイ	( <span style="color:#5c73b8;">を</span> ) う<span style="font-weight:600; color:#5c73b8;">る</span> -	to sell (vt) (★★★★★)	( <span style="color:#5c73b8;">が</span> ) う<span style="font-weight:600; color:#5c73b8;">れる</span> -	to sell (vi) (★★★)	士 (samurai radical) + <img src="394b16111b145850c408c8d063e9e9e2.jpg" /> (nice thick pie) <br /><br />BAI - The samurai is <span style="color:#aa0000;">selling</span> a nice thick pie. Do you want to BUY it?	商売 - しょうばい - business; trade (★★★★)<br />商 (merchandise) + 売 (sell) = 商売 (business)	y
continue	565	★★★★★	続	ゾク	( <span style="color:#5c73b8;">を</span> ) つづ<span style="font-weight:600; color:#5c73b8;">ける</span> -	to continue; to keep on (vt) (★★★★★)	( <span style="color:#5c73b8;">が</span> ) つづ<span style="font-weight:600; color:#5c73b8;">く</span> -	to continue; to go on (vi) (★★★★★)	糸 (string) + 売 (sell) <br /><br />I'll <span style="color:#aa0000;">continue</span> to sell these strings.<br /><br />ZOKU - The THIEF (賊 = ZOKU) <span style="color:#aa0000;">continue</span>d to rob rich travelers.	連続 - れんぞく - serial; consecutive (★★★)<br />連 (take with / inform of) + 続&nbsp;&nbsp;(continue) = 連続 (serial; consecutive)	y
read	566	★★★★★	読	ドク	よ<span style="font-weight:600; color:#5c73b8;">む</span> -	to read (★★★★★)<br />		言 (say) + 売 (sell)<br /><br />If you say the book sold a lot of copies, I'll <span style="color:#aa0000;">read</span> it.	DOKU - I can't seem to get the hang of suDOKU, Perhaps I'll <span style="color:#aa0000;">read</span> a book about it.	購読 <span style="color:#5c73b8;">する</span> - こうどく - subscription (e.g. magazine) (★)<br />購 (subscribe) + 読 (read) = 購読 (subscription)	y
window	567	★★★☆☆	窓		まど -	window (★★★★)<br />		穴 (hole) + ム (moocow) + <img src="c09a60fa65099a986747d631471f41e3.jpg" /> (bottomheart)	The moocow pokes its head in through the hole in the <span style="color:#aa0000;">window</span>.	窓口 - まどぐち - ticket window; counter (★★)<br />窓 (window) + 口 (mouth) = 窓口 (ticket window)	y
look for	568	★★★★☆	探	タン	さが<span style="font-weight:600; color:#5c73b8;">す </span>-	to search (for something desired, needed); to look for (★★★★)<br />		扌 (handleft) + <img src="004c5a70824afa91c0d8f2f8940e0a7d.jpg" /> (nice thick pie) + 木 (tree)	TAN - Get a ladder! We're <span style="color:#aa0000;">looking for</span> a thick, TAN pie at the top of the tree.	探偵 - たんてい - detective; sleuth; investigator (★★★)<br />探 (look for) + 偵 (spy) = 探偵 (detective; sleuth)	y
